Date,Region,SalesRep,Customer,Category,Product,Revenue,COGS,OperatingExpense,Units,BudgetRevenue
2025-09-27,East,Jordan,Customer 3,Software,CRM,16229.99,6444.46,2803.49,12,16321.04
2025-05-08,North,Casey,Customer 3,Hardware,Monitor,7253.06,3888.99,1327.6,21,7485.92
2026-12-19,East,Morgan,Customer 19,Software,ERP,8965.01,4314.98,1191.72,16,9515.3
2025-03-19,West,Riley,Customer 23,Software,CRM,1754.56,619.9,316.56,1,1676.02
2026-07-17,North,Morgan,Customer 31,Hardware,Laptop,3713.04,1548.94,570.33,8,3703.25
2025-02-04,East,Taylor,Customer 5,Services,Training,6344.84,3289.99,1206.42,6,6656.04
2025-07-08,North,Morgan,Customer 6,Software,Analytics,5883.04,2561.32,717.02,14,5905.76
2025-04-05,South,Alex,Customer 37,Services,Support,11561.96,5142.68,1205.17,7,11742.45
2026-05-10,West,Morgan,Customer 50,Services,Support,37519.87,15567.15,4580.6,18,36158.66
2025-09-14,South,Alex,Customer 23,Services,Consulting,41197.55,22523.88,6233.83,20,40019.69
2025-04-17,West,Taylor,Customer 9,Software,CRM,53354.14,22634.2,9191.04,25,53398.34
2025-04-14,North,Riley,Customer 5,Services,Training,14024.73,4975.12,2224.92,6,15132.68
2025-05-04,North,Taylor,Customer 10,Services,Training,57056.13,28646.34,11726.34,25,56301.26
2026-03-30,East,Taylor,Customer 39,Hardware,Laptop,52367.51,19750.47,6900.08,23,52216.67
2025-05-16,North,Morgan,Customer 11,Hardware,Dock,1459.22,698.81,319.97,2,1513.66
2026-10-07,West,Riley,Customer 32,Services,Support,43042.46,18845.09,9160.47,20,46186.78
2026-03-05,North,Riley,Customer 43,Services,Consulting,9934.22,5191.67,1086.88,6,9805.37
2026-08-08,West,Riley,Customer 47,Software,CRM,8235.65,3704.3,1146.9,7,7894.07
2026-01-04,South,Alex,Customer 43,Services,Support,24167.53,8664.89,4171.38,15,23553.26
2025-07-26,North,Morgan,Customer 13,Hardware,Monitor,15163.11,7862.01,3253.55,17,15369.8
2025-01-03,East,Jordan,Customer 8,Services,Support,20540.71,9388.37,4247.53,22,22093.17
2025-08-30,West,Riley,Customer 47,Hardware,Monitor,14512.52,6532.94,2657.24,22,14970.15
2026-09-11,East,Riley,Customer 7,Services,Training,8206.83,3772.91,1477.45,5,8607.03
2025-06-23,West,Riley,Customer 41,Hardware,Dock,1158.78,633.2,121.95,1,1115.89
2026-07-03,East,Riley,Customer 9,Software,Analytics,28798.82,14136.03,4380.79,13,28826.74
2025-09-18,West,Riley,Customer 31,Hardware,Dock,19823.37,9530.8,2649.75,22,20488.43
2026-04-10,North,Jordan,Customer 16,Software,ERP,6159.31,2449.29,915.9,9,6438.14
2025-06-14,South,Jordan,Customer 19,Hardware,Laptop,19462.61,7975.33,3653.41,11,20944.23
2026-10-20,South,Jordan,Customer 13,Software,Analytics,18421.21,9949.89,2691.73,18,19260.85
2026-12-22,East,Morgan,Customer 36,Hardware,Monitor,17731.41,7918.23,2206.22,21,17297.54
2025-03-17,West,Casey,Customer 8,Software,CRM,27446.26,9716.04,5457.24,11,27985.51
2026-09-08,South,Taylor,Customer 6,Hardware,Monitor,26468.3,11261.88,5394.18,12,26621.38
2025-08-31,South,Riley,Customer 23,Hardware,Laptop,24806.32,12218.65,5038.51,14,24220.3
2025-08-31,East,Riley,Customer 39,Services,Support,28212.92,14801.36,3203.12,23,27468.94
2025-04-26,North,Alex,Customer 32,Software,Analytics,43368.54,19287.49,7886.58,18,44412.44
2026-04-12,South,Morgan,Customer 44,Services,Training,8034.39,4342.95,1244.88,4,8548.17
2026-03-12,West,Taylor,Customer 1,Software,Analytics,42934.79,18135,6613.52,24,40916.46
2026-10-12,East,Jordan,Customer 32,Software,CRM,39306.41,17701.65,6215.47,21,37892.1
2026-03-08,South,Taylor,Customer 38,Services,Consulting,13427.92,5006.6,2690.6,12,14439.7
2026-12-31,West,Jordan,Customer 11,Services,Support,7917.66,3572.87,1593.45,9,8313.63
2026-10-24,West,Jordan,Customer 22,Services,Consulting,16720.84,7101.33,3099.2,11,16120.23
2026-09-02,West,Taylor,Customer 11,Hardware,Dock,7341.9,2991.48,1560.2,17,7064.8
2025-05-20,North,Casey,Customer 15,Software,CRM,40348.37,14162.49,8060.47,22,43175.56
2025-05-08,East,Casey,Customer 29,Hardware,Dock,732.36,395.26,86.76,1,700.93
2026-02-26,North,Taylor,Customer 7,Services,Support,26420.59,9603.66,4962.62,11,26243.19
2026-02-01,West,Casey,Customer 20,Software,CRM,4056.07,1849.06,525.41,9,4306.07
2026-03-04,South,Alex,Customer 20,Services,Support,12678.57,4938.39,2036.78,25,12318.94
2026-12-31,North,Morgan,Customer 5,Software,Analytics,8597.17,3708.19,961.68,5,8439.15
2025-05-13,North,Alex,Customer 47,Services,Support,13651.92,5281.45,1960.82,15,13720.39
2026-08-26,South,Alex,Customer 36,Software,ERP,13781.82,6787.99,1585.45,20,13840.03
2026-12-28,North,Casey,Customer 4,Hardware,Dock,8106.47,3604.36,1107.87,6,8337.18
2025-08-28,West,Alex,Customer 32,Hardware,Monitor,30016.85,11854.2,5161.59,25,31192.45
2025-02-18,South,Jordan,Customer 3,Services,Consulting,701.26,246,146.87,1,703.25
2025-09-15,West,Morgan,Customer 24,Services,Training,17381.2,9173.75,3479.03,16,17785.16
2025-09-20,South,Jordan,Customer 48,Services,Training,2240.35,1064.86,233.31,5,2192.09
2025-10-15,South,Alex,Customer 43,Hardware,Monitor,8489.91,4245.68,956.61,5,8265.18
2026-12-25,East,Taylor,Customer 12,Software,CRM,34151.49,13802.39,6043.55,25,34369.76
2026-10-24,North,Jordan,Customer 15,Services,Consulting,964.22,371.29,102.49,3,1001.61
2026-04-18,East,Morgan,Customer 14,Hardware,Monitor,19921.43,9103.57,2434.53,8,21113.03
2026-09-09,South,Casey,Customer 49,Services,Training,8729.22,3918.75,1265.36,8,9187.82
2026-03-12,East,Taylor,Customer 35,Software,ERP,4933.58,1865.43,1014.68,14,4722.73
2025-11-16,South,Taylor,Customer 6,Services,Support,7924.37,4059.6,799.64,16,8010.72
2025-07-12,West,Taylor,Customer 49,Services,Consulting,3383.85,1854.41,560.3,4,3501.29
2025-04-19,South,Taylor,Customer 30,Software,ERP,14638.93,5453.6,2949.98,7,15207.46
2026-10-25,West,Casey,Customer 5,Services,Support,38927.91,16152.73,5756.51,16,41566.17
2026-05-31,North,Casey,Customer 36,Software,ERP,27715.79,10576.98,4005,12,28568
2025-12-09,North,Alex,Customer 41,Hardware,Monitor,17490.07,9108.29,3647.33,7,18446.19
2026-11-06,West,Alex,Customer 19,Hardware,Laptop,7738.44,3882.7,1209.57,8,7884.75
2026-09-30,East,Morgan,Customer 47,Software,Analytics,13014.94,5100.32,1954.57,7,12444.94
2025-02-18,West,Taylor,Customer 22,Software,Analytics,20641.58,10257.24,2985.66,14,20152.18
2026-03-25,North,Taylor,Customer 40,Hardware,Laptop,8826.9,4139.49,1125.55,4,8945.49
2025-06-09,North,Jordan,Customer 44,Software,Analytics,9075.47,3783.9,1517.64,13,9092.56
2026-07-27,North,Alex,Customer 24,Software,Analytics,47748.81,22331.82,9327.11,22,46397.25
2026-12-05,East,Jordan,Customer 45,Software,ERP,2713.27,1465.42,560.92,10,2864.2
2026-07-17,North,Riley,Customer 17,Hardware,Monitor,3967.73,1579.45,735.55,3,4088.08
2026-09-13,West,Morgan,Customer 17,Software,CRM,19098.28,8202.41,2196.32,16,19748.01
2026-09-16,East,Casey,Customer 34,Hardware,Monitor,20585.09,9303.84,3577.13,10,19609.42
2026-10-13,West,Riley,Customer 8,Hardware,Laptop,48627.9,26615.11,5236.75,24,52002.95
2025-03-09,East,Alex,Customer 37,Hardware,Laptop,5048.66,2522.74,973.14,4,4890.83
